experiment_name,participant,session,age,gender,psychopy_version,date,trial_block,block,trial,hand,congruencyNmin1,congruency,correct_key,feedback,made,response,correct,rt,extra_keys
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,1,left,NA,incongruent,g,Feedback,FALSE,NA,NA,NA,"[('f', 0.07909950002795085)]"
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,2,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,582.0363000384532,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,3,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,789.6834000130184,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,4,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,477.444100077264,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,5,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,605.2893999731168,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,6,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,564.8987999884412,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,7,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,572.7680000127293,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,8,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,380.396500055213,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,9,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,508.06340004783124,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,10,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,587.8624000470154,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,11,left,incongruent,congruent,f,Feedback,TRUE,f,TRUE,443.62700002966426,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,12,right,congruent,congruent,n,Feedback,TRUE,j,FALSE,459.3590999720618,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,13,left,congruent,congruent,g,Feedback,TRUE,f,FALSE,914.5824000588618,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,14,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,586.0347000416366,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,15,left,incongruent,congruent,g,Feedback,TRUE,g,TRUE,617.9126000497492,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,16,right,congruent,congruent,n,Feedback,TRUE,n,TRUE,649.5243000099433,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,17,left,congruent,incongruent,g,Feedback,TRUE,g,TRUE,593.3045000419952,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,18,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,489.0679999953136,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,19,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,544.6216000127606,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,20,right,congruent,incongruent,n,Feedback,TRUE,n,TRUE,480.96160002751253,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,21,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,576.2904000584967,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,22,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,575.968399993144,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,23,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,535.6448999955319,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,practice,1,24,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,463.29260006314144,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,1,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,519.7193000349218,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,2,left,congruent,congruent,g,Feedback,TRUE,g,TRUE,615.4222000623122,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,3,right,congruent,congruent,n,Feedback,TRUE,n,TRUE,743.2154000853186,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,4,left,congruent,incongruent,g,Feedback,TRUE,f,FALSE,574.9610999482684,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,5,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,494.53360005281866,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,6,left,incongruent,congruent,g,Feedback,TRUE,g,TRUE,430.4052999941632,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,7,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,542.0830000075512,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,8,left,congruent,incongruent,g,Feedback,TRUE,g,TRUE,485.87230005068704,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,9,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,549.693200038746,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,10,left,congruent,congruent,g,Feedback,TRUE,g,TRUE,653.1625000643544,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,11,right,congruent,incongruent,n,Feedback,TRUE,n,TRUE,773.0138000333682,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,12,left,incongruent,congruent,f,Feedback,TRUE,g,FALSE,508.84980004047975,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,13,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,548.5372000257485,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,14,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,556.2873000162654,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,15,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,483.89069997938327,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,16,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,547.7875000797212,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,17,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,507.4396000127308,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,18,left,incongruent,incongruent,g,Feedback,TRUE,f,FALSE,555.3094000206329,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,19,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,498.80760005908064,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,20,left,incongruent,congruent,f,Feedback,TRUE,f,TRUE,554.8688999842852,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,21,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,450.5216000252401,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,22,left,congruent,incongruent,g,Feedback,TRUE,g,TRUE,554.1750999982467,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,23,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,593.7718000495806,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,24,left,congruent,incongruent,g,Feedback,TRUE,g,TRUE,897.6565999910235,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,25,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,529.2966999695636,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,26,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,593.0798999615945,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,27,right,congruent,congruent,n,Feedback,TRUE,n,TRUE,424.77419995702803,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,28,left,congruent,congruent,f,Feedback,FALSE,NA,NA,NA,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,29,right,congruent,incongruent,n,Feedback,FALSE,NA,NA,NA,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,30,left,incongruent,congruent,g,Feedback,TRUE,g,TRUE,520.0680999550968,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,31,right,congruent,incongruent,n,Feedback,TRUE,n,TRUE,591.7017000028864,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,32,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,543.4941999847069,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,33,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,631.1744000413453,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,34,left,incongruent,congruent,f,Feedback,TRUE,f,TRUE,446.8495000619439,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,35,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,478.5369000164792,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,36,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,550.5159999593161,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,37,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,502.11729999864474,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,38,left,incongruent,congruent,g,Feedback,TRUE,g,TRUE,557.7991000027396,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,39,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,413.4482000372375,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,40,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,437.3512999736704,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,41,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,509.120500064455,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,42,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,436.8071000208147,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,43,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,532.6346000656486,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,44,left,incongruent,congruent,f,Feedback,TRUE,f,TRUE,484.5163999707438,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,45,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,508.062700100709,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,46,left,congruent,congruent,g,Feedback,TRUE,g,TRUE,427.6701000635512,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,47,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,459.46350001031533,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,48,left,incongruent,congruent,g,Feedback,TRUE,g,TRUE,443.17629997385666,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,49,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,418.92840003129095,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,50,left,congruent,congruent,g,Feedback,TRUE,g,TRUE,426.66310002096,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,51,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,482.27560002123937,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,52,left,incongruent,congruent,g,Feedback,TRUE,g,TRUE,674.1072000586428,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,53,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,449.8826000490226,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,54,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,553.6024000030009,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,55,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,657.3562999838032,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,56,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,481.275200028904,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,57,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,584.6960000344552,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,58,left,congruent,congruent,g,Feedback,TRUE,g,TRUE,440.54100004723296,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,59,right,congruent,incongruent,n,Feedback,TRUE,n,TRUE,536.1408999888229,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,60,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,488.03249996854015,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,61,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,455.902400019113,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,62,left,congruent,incongruent,g,Feedback,TRUE,g,TRUE,535.5190999689512,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,63,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,495.0463999994099,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,64,left,incongruent,congruent,f,Feedback,TRUE,f,TRUE,590.9733000444251,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,65,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,406.6274000797421,"[('j', -0.9362763999961317)]"
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,66,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,550.3846000065096,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,67,right,incongruent,congruent,n,Feedback,TRUE,j,FALSE,405.9861999703571,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,68,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,565.9100000048056,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,69,right,congruent,congruent,n,Feedback,TRUE,n,TRUE,461.4928000373766,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,70,left,congruent,congruent,g,Feedback,TRUE,f,FALSE,541.2954000057655,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,71,right,congruent,congruent,n,Feedback,TRUE,n,TRUE,397.5784999784082,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,72,left,congruent,incongruent,g,Feedback,TRUE,g,TRUE,612.5875000143424,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,73,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,468.51819998119026,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,74,left,incongruent,congruent,f,Feedback,TRUE,f,TRUE,500.302099972032,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,75,right,congruent,incongruent,n,Feedback,TRUE,n,TRUE,548.0893001076765,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,76,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,483.84529998293146,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,77,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,483.3881000522524,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,78,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,611.1955999513159,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,79,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,474.8932000948114,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,80,left,incongruent,congruent,g,Feedback,TRUE,g,TRUE,650.6308000534773,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,81,right,congruent,congruent,n,Feedback,TRUE,n,TRUE,522.5839000195265,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,82,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,561.9827999616973,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,83,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,505.9322000015525,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,84,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,433.57110006036237,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,85,right,congruent,congruent,n,Feedback,TRUE,n,TRUE,553.2566999900155,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,86,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,433.0670000053942,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,87,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,512.6813999959268,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,88,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,552.3470000480299,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,89,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,520.2277000644244,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,90,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,495.97809999249876,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,91,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,607.74050001055,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,92,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,487.60240006959066,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,93,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,423.0502000427805,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,94,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,382.9753000754863,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,95,right,congruent,incongruent,n,Feedback,TRUE,j,FALSE,350.8677000063474,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,96,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,486.3916000467723,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,1,97,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,430.13200006680563,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,1,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,381.35480001801625,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,2,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,533.0517999827862,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,3,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,396.75639994675294,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,4,left,congruent,congruent,f,Feedback,FALSE,NA,NA,NA,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,5,right,congruent,incongruent,n,Feedback,TRUE,n,TRUE,484.45749998791143,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,6,left,incongruent,incongruent,g,Feedback,TRUE,f,FALSE,452.0386999938637,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,7,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,531.7781999474389,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,8,left,congruent,congruent,g,Feedback,TRUE,g,TRUE,435.49410003470257,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,9,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,355.2868000115268,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,10,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,602.9917999985628,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,11,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,458.70999997714534,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,12,left,incongruent,congruent,f,Feedback,TRUE,f,TRUE,530.3365000290796,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,13,right,congruent,incongruent,j,Feedback,TRUE,n,FALSE,402.1611000061969,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,14,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,465.931799961254,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,15,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,497.75510001927614,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,16,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,505.4085999727249,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,17,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,529.1314999922174,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,18,left,incongruent,congruent,f,Feedback,TRUE,f,TRUE,608.8509000255729,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,19,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,424.5542999706231,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,20,left,congruent,incongruent,g,Feedback,TRUE,g,TRUE,680.2259999676608,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,21,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,504.1623000288382,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,22,left,incongruent,incongruent,g,Feedback,TRUE,f,FALSE,430.82770000910386,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,23,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,367.64169996604346,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,24,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,591.2688999669624,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,25,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,559.0386000694707,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,26,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,510.92919998336606,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,27,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,422.5518999737685,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,28,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,590.1979000191204,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,29,right,congruent,incongruent,n,Feedback,TRUE,n,TRUE,453.98980000754796,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,30,left,incongruent,incongruent,f,Feedback,TRUE,f,TRUE,453.674900054466,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,31,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,365.2984999935138,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,32,left,incongruent,incongruent,f,Feedback,FALSE,NA,NA,NA,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,33,right,incongruent,incongruent,j,Feedback,TRUE,j,TRUE,492.85000003874325,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,34,left,incongruent,congruent,f,Feedback,FALSE,NA,NA,NA,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,35,right,congruent,incongruent,n,Feedback,FALSE,NA,NA,NA,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,36,left,incongruent,congruent,g,Feedback,TRUE,f,FALSE,676.0209999629299,"[('g', -0.38659529999131337)]"
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,37,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,403.9061000221409,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,38,left,congruent,incongruent,f,Feedback,TRUE,f,TRUE,515.4190000030212,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,39,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,611.1489000613799,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,40,left,congruent,incongruent,g,Feedback,TRUE,g,TRUE,626.9121999503113,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,41,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,378.64869995974004,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,42,left,congruent,congruent,g,Feedback,FALSE,NA,NA,NA,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,43,right,congruent,congruent,n,Feedback,TRUE,n,TRUE,490.1727999676948,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,44,left,congruent,incongruent,g,Feedback,TRUE,f,FALSE,409.9846999743022,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,45,right,incongruent,congruent,j,Feedback,TRUE,j,TRUE,473.70140004204586,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,46,left,congruent,congruent,f,Feedback,TRUE,f,TRUE,481.29629995673895,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,47,right,congruent,congruent,j,Feedback,TRUE,j,TRUE,417.1212999499403,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,48,left,congruent,congruent,g,Feedback,TRUE,g,TRUE,416.89970006700605,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,49,right,congruent,incongruent,j,Feedback,TRUE,j,TRUE,552.4480000021867,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,50,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,640.3504999470895,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,51,right,incongruent,incongruent,n,Feedback,TRUE,n,TRUE,504.0342999855054,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,52,left,incongruent,incongruent,g,Feedback,TRUE,g,TRUE,551.7217999440618,NA
Feedback,1,1,20,f,2021.2.3,2021_Nov_16_1219,trial,2,53,right,incongruent,congruent,n,Feedback,TRUE,n,TRUE,503.51580005371966,NA
