File, Count, Channel, Segment, Bin, Value
Feedback001, 1, EMG_Zygo_RMS, 12, 7, 1.048892E-04
Feedback001, 1, EMG_Zygo_RMS, 12, 8, -4.683619E-04
Feedback001, 1, EMG_Zygo_RMS, 12, 9, 7.49286E-04
Feedback001, 1, EMG_Zygo_RMS, 12, 10, 7.463842E-03
Feedback001, 1, EMG_Zygo_RMS, 12, 11, 1.814046E-03
Feedback001, 1, EMG_Zygo_RMS, 12, 12, 2.595572E-04
Feedback001, 1, EMG_Zygo_RMS, 12, 13, -4.269803E-04
Feedback001, 1, EMG_Zygo_RMS, 12, 14, 2.33457E-04
Feedback001, 1, EMG_Corr_RMS, 13, 1, 1.241143E-04
Feedback001, 1, EMG_Corr_RMS, 13, 2, 3.794548E-04
Feedback001, 1, EMG_Corr_RMS, 13, 3, 0
Feedback001, 1, EMG_Corr_RMS, 13, 4, -2.594497E-04
Feedback001, 1, EMG_Corr_RMS, 13, 5, -5.383675E-04
Feedback001, 1, EMG_Corr_RMS, 13, 6, -7.341662E-05
Feedback001, 1, EMG_Corr_RMS, 13, 7, 1.24567E-04
Feedback001, 1, EMG_Corr_RMS, 13, 8, 3.278335E-04
Feedback001, 1, EMG_Corr_RMS, 13, 9, -3.825428E-04
Feedback001, 1, EMG_Corr_RMS, 13, 10, -6.383794E-04
Feedback001, 1, EMG_Corr_RMS, 13, 11, 4.015069E-04
Feedback001, 1, EMG_Corr_RMS, 13, 12, 6.420594E-04
Feedback001, 1, EMG_Corr_RMS, 13, 13, 3.62847E-03
Feedback001, 1, EMG_Corr_RMS, 13, 14, 1.190561E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 1, 1.879609E-04
Feedback001, 1, EMG_Zygo_RMS, 13, 2, 1.8026E-04
Feedback001, 1, EMG_Zygo_RMS, 13, 3, 0
Feedback001, 1, EMG_Zygo_RMS, 13, 4, 1.225397E-04
Feedback001, 1, EMG_Zygo_RMS, 13, 5, 5.023279E-04
Feedback001, 1, EMG_Zygo_RMS, 13, 6, 1.861216E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 7, 8.425985E-04
Feedback001, 1, EMG_Zygo_RMS, 13, 8, 1.385498E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 9, 5.346807E-04
Feedback001, 1, EMG_Zygo_RMS, 13, 10, 1.548598E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 11, 1.536523E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 12, 2.739182E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 13, 8.886086E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 14, 5.095082E-03
Feedback001, 1, EMG_Corr_RMS, 14, 1, 1.711474E-03
Feedback001, 1, EMG_Corr_RMS, 14, 2, 6.416875E-04
Feedback001, 1, EMG_Corr_RMS, 14, 3, 0
Feedback001, 1, EMG_Corr_RMS, 14, 4, 9.255297E-04
Feedback001, 1, EMG_Corr_RMS, 14, 5, 5.24397E-04
Feedback001, 1, EMG_Corr_RMS, 14, 6, 2.917852E-03
Feedback001, 1, EMG_Corr_RMS, 14, 7, 4.367155E-04
Feedback001, 1, EMG_Corr_RMS, 14, 8, 1.213599E-03
Feedback001, 1, EMG_Corr_RMS, 14, 9, 3.191405E-04
Feedback001, 1, EMG_Corr_RMS, 14, 10, 5.306718E-04
Feedback001, 1, EMG_Corr_RMS, 14, 11, 1.195852E-03
Feedback001, 1, EMG_Corr_RMS, 14, 12, 6.373378E-04
Feedback001, 1, EMG_Corr_RMS, 14, 13, 4.92577E-04
Feedback001, 1, EMG_Corr_RMS, 14, 14, 5.885924E-04
Feedback001, 1, EMG_Zygo_RMS, 14, 1, -1.45237E-04
Feedback001, 1, EMG_Zygo_RMS, 14, 2, -9.518808E-04
Feedback001, 1, EMG_Zygo_RMS, 14, 3, 0
Feedback001, 1, EMG_Zygo_RMS, 14, 4, 6.19248E-04
Feedback001, 1, EMG_Zygo_RMS, 14, 5, 2.530192E-03
Feedback001, 1, EMG_Zygo_RMS, 14, 6, 4.509084E-04
Feedback001, 1, EMG_Zygo_RMS, 14, 7, -4.053349E-06
